YorubaWords,PartOfSpeech
 ibi idajo., n
" jijoşin, sisan", adj
 owo-ode., n
" and i. tan, ręję, fuwa etan si.", v
 and i. sàn jeję., v
" ohun ti kò nilari, ohun", n
 afohunşire., n
" lainilari, lainiyin,", adj
" irebon, irin ti ati", n
" iwáhùn, iwariri ohun.", n
" lęsęsę, daradara.", adj
 igbati aşq., n
 Eni meta ninu, n
" ohun qşq, bi wura tabi fadaka.", n
 idapo eni męta., n
" irin ajo kukuru, işişe.", n
" ifun eran, apo inu eran.", n
" işępo męta, nigba meta.", n
" nkan męta ti o ję iru kanna, ibęta.", n
 apoti elęsę męta., n
 kikose., n
" nyò işęgun, ayo", n
" yiyo-ayo, işe gun.", adj
" didapo metalokan. Trivial, adj. lainilari, aitonkan, lainiyin.", adj
" kękę ęru, kękę aşişe.", n
 owo-ogun. v. and i., n
" ologun elęşin, oko ologun.", n
" ikogun, ohun iranti işegun.", n
 ipa òna õrun., n
" ohun èlo ona imple, ibērú.", n
" imelę, asásé, apa- gunrò. adj. le, şimple.", n
 idawo ija duro fun igba kan., n
 kęké ęrù., n
 and i. fi ęsę wolę ninu ärè., v
" oninu otito, oniwa funfun.", adj
" nitõto, nidajudaju.", adv
" ohun ainiye, ohun jatujatu.", n
" ipe-ogun, ipè fère- ogun. v. and i. kéde. pokiki.", n
" iti igi; apoti; pwo ija erin, ara ohunkohun.", n
" edidi, ikópp. v. di, so-po, kopò.", n
" kệ, igbękęle, igbagho, ifarati, awin. v. and i. gbękęle, gbagbó, farati.", n
 olutoju ohun ini prò tabi ilę., n
" otito, igbękęle. Trustworthy, adj. ye ni igbękęle, nitōto.", n
" otito, ododo.", n
" and i. rin kankan, gbe ese soke.", v
" kun fun otito,", adj
" igbękęle, otito.", n
" işé, iponju, wahala, iyonu. v. and i. yo-lenu. mu iyonu ba, pon loju.", n
" niyonu, nişé,", adj
" ọkó imumi, opon.", n
 se nişę., v
 şokoto., n
 oruko ęja kan., n
" gbękęle, ro.", v
 lile., adj
" ipinnu lati pade, ibi ipade. v. pinnu lati pade, se adehùn.", n
" opon nla, ohun igi igbomi.", n
" iho inu, iho apo.", n
 and i. ka asp. , v
 ijo kęta osę., n
" idipo okùn, koriko tabi", n
 ifà agbara; oko ēfin., n
" işetoju, ito, eko.", n
" işubu, ikosę. v.", n
" koko ployún, koko àrun.", n
" ariwo, irokękę, iru- kerudò.", n
" laitorò, niriru, ni rudurudu, kun fun ariwo.", adj
" agbá nla, osuwon nla kan.", n
" işedede ohun orin, orin.", n
" şişe si ohùn orin. Tuner, n. atun ohùn duru tabi", adj
" oju ēfin, iho ti a la nisalę ilę lati fi se ona fun pko lati koja.", n
" lawani, iweri Imale. Turbid, adj. ki, lerę, lękętę.", n
 işə rudurudu., n
 ni rudurudu; oniyonu., adj
" papa oko tutu, ilę ti o huko.", n
 tolotolo., n
" agara, irusokė, ariwo,", n
 onişona igi., n
 işeri ona., n
" ibi ti iyipadà, akoko pataki.", n
" onikokoro ile ewon, onitubu.", n
 ogha idabu ona igba owo ibode., n
 oje igi., n
 ile işq kekere., n
 iru adaba kan., n
" ija-lile. Tutelage, n. işetoju, igba iwa", n
" oluko, oluto, akoni ni iwe.", n
 meji., adj
pl. èmú., n
 ekejila., adj
" ejila, mejila.", adj
 ogún., adj
" lõmeji, nigba meji.", adv
" owo igi, ęka igi.", n
" wiriwiri ojo, aferno- jump.", n
" ibeji, ejirę.", n
" okün ilopo, okùn", n
" ifún. v. ja lekanna,", n
 and i. tan şan., v
" işęju, wiriwiri oju.", n
 and i. yi kankan., v
" ilopo. v. and i. lộ-pò,", n
" and i. ja-pati, ja. Twitter, n. ike bi çiyę.", v
" ėji, mèji.", adj
 oloju mèji., adj
" aperę, aworan; dà iwe kan.", n
 ęro ikowe dipo, n
" onroró, ika,", adj
 and i. se onroró, v
" ise onroró, iwa agbara, iwa ipa.", n
" alagbara, onroro, ika enia.", n
 wiwa nibi gbogbo, n
" omu eranko, omu inalu.", n
" ailewa, abukun.", n
" lailewa, labukun.", adj
" õju, egbo, õju ti nrà. Ulcerate, v. and i. degbo, da", n
" nigbehin, jina julo, lainipin, lainivasipa. Ultimately, adv. nigbehin, nike- hin, lopin.", adj
 ipari ipinnu., n
" ojiji igi; èse,", n
" agbõrùn, agbòjo. Umpire, n. onidajo, enikęta ti a yàn lati pari qran larin eni meji.", n
" lainitiju, lailo- tiju.", adj
" laifàsehin, laise- kun, laidinku.", adj
" laileşe, ti kò le.", adj
" laini omo- ehin, lairi eni balo, lairi eni sinni.", adj
" laişetan, laişepari, laişepé.", adj
" lairidi, lai- leşiro.", adj
" laimo lara, laimónilara.", adj
" laijewo. Unacquainted, adj. laifihan, lai- sofun, laimò.", adj
" lailabula, laişedarudapo.", adj
" laiye. lairorun. Unaffected, adj. laikan ni, laifa", adv
 laini adalu., adj
" lainiparo, nipara, lainiatunşe.", adj
" işpkan, aivapa.", n
" fifohùnşıkan,", adv
" lailesunmo odo, lailerigbà.", adj
" bó ni ihamora, sodi alailewu.", v
" laibère. Unassisted, adj. lainiranlowo.", adj
" ti owo kò le tệ, ti a kò le jère.", adj
" laini eni balo,", adj
 laini aşę., adj
" laigbesan, laije niyà.", adj
" laileyèkuro, laileyèşile.", adj
" lairotelę, lojiji, laimo.", adv
 ti a kò baptisi, adj
" laive, laitosi. Unbelief, n. aigbagbo.", adj
 alaigbagbo., n
" mu-tó, nà, tu-silę.", v
" tú-silę, jo-lowo.", v
" lainibawi, lainilęgàn.", adj
" și lękun. Unbound, adj. ni titú.", v
" laifó, laişę, ti a kò fó.", adj
" so ęrù kalę, mu erù kuro.", v
" laisimi, laiduro. Uncertain, adj. laidaniloju, laile-", adj
" aidaniloju, ani- ani.", n
" lairó nipò, ti kò şe yipadà, ti kò şe păro.", adj
" lainifé. Unchaste, adj. nifękufę, laimó.", adj
" laini idiwo,", adj
 laitó si oni-, adj
 alaikola., adj
" laimoyo, òpe.", adj
" laiko loye, alaimokan, opè.", adj
 arakonrin baba tabi iya., n
" alalmó, aimó.", adj
" iwa ēri, iwa aimó.", n
" laiwoso, ni ihoho. Uncomely, adj. lailewa, lailplá, laiye.", adj
 lairorun., adj
" laiwopo, laisopo, laişegbakugba.", adj
" laikùn sinu, laişaroye.", adj
" aișusi, ainani, aibikita.", n
 laijębi., adj
" laibatan, yiyà nipa, yiya soto.", adj
" ti a kò le şęgun, ti a kò le bori.", adj
 laimò ninu, adj
 ti a kò ya si, adj
 ti a kò le ko nijanu., adj
 ti a kò yi lọkàn padà., adj
" lainibora, laini abo.", adj
" itorórosi, oróro,", n
" lairo, laitó.", adj
" laike, laişa.", adj
" laiberu, laifoiya. Undecided, adj. lainipinnu.", adj
" lailabawon, lai-", adj
 ti a kò le sé., adj
" labę, nisalę.", prep
 aso awotelę., n
 laişetd., adj
 dì nisalę., v
" farada, fokanran.", v
 akęko ti kò, n
 isàlę ilę., n
 õhu-abelę., n
" ni arekereke, ni", adj
 fa ila si labę., v
 aini enia to lenu işe kan., v
" wà nisalę, pa ipilę run.", v
" ti isale lohun, ti", adj
 laisan owo to., v
 diyele relè ju bi o ti ye., v
 ko oruko eni si isalę iwe., v
" and i. mò, yé. Understanding, n. imo, oyé.", v
" and i. dawole, gbi-", v
 dopole., v
 igi térę igbo., n
" laitó si ni,", adj
 ti a kò fé ni., adj
 laini ipinnu., adj
" laini qlá, lai-", adj
 lailàbula., adj
" laitó, laikó, ti a kò mu si abę iteriba.", adj
" laifolya, lai- beru.", adj
" laiyó, laituka.", adj
" laito, lairusoke.", adj
" laipin, laiyanipa.", adj
" laişiyemeji, laisi aniani, dajudaju.", adj
" and i. bọ sọ, bọ-laso. Undulate, v. bì siwa bì sehin,", v
" laiyę, laito.", adj
" laigboran, lai- josin.", adj
 lainikú., adj
" lairorùn, laifokàn bale.", adj
 laikękó., adj
 lainişę lowo., adj
 lailopin., adj
" laifoye han, laini implę, laini imò.", adj
" lainilara, ti a", adj
 laidogba., adj
" laişina, laişişe.", adj
" laitęju, laidogba.", adj
" aitęju, aidogba.", n
" lairotelė, lojiji, laireti.", adj
 laiwakiri., adj
 laifihan ni ghangha., adj
" laisé, lairė.", adj
" laifisile, laikosilę.", adj
" laitó, laișõtó, laişe", adj
" laisõto, laişo dodo.", adj
 iwa aişõto., n
" laitasehun, lai yęsę.", adj
" laifaramó, laimė. Unfasten, v. tú, și.", adj
" laileınç ijinlę rè, laileri isale rè.", adj
" lairi oju rere, laişe oju rere.", adj
" laibo, laifun ni onję. Unfeigned, adj. laişetan, laişerú, lododo, nitõto.", adj
" tú li ewọn, tú ni", v
 laiye ni iwa omo., adj
" laişetan, laipari. Unfit, adj. laiyę, laitó.", adj
" laifasehin, ni-", adj
 lairi telę., adj
 laisotelę., adj
" lairi idariji, laini ifiji.", adj
" laidariji, lai- lanu.", adj
" laigbagbe, ti a kò şainani.", adj
" laişagbakd, lailorire, laibosirere.", adj
" laişoré, laişeun, laisoju rere.", adj
 laileso., adj
 laimuşę., adj
" laipese, laise", adj
 alwa-bi-Olorun., n
" Inişe-işakoso,", adj
" laitanu, laişo", adj
" laimore, lailope.", adj
" lainitelorun. Ungrounded, adj. lainidi, laini-", adj
 laikınsinu., adj
" lailabo, lailęso.", adj
" laisi amona, laitona.", adj
 ti a kò ya si mimo., adj
" laini alafia, laini", adj
 lailewu., adj
" lailera, laila-", adj
 laigbó., adj
" laibikita, lainani.", adj
" laisi-ilqra, laişiyemeji.", adj
 laimó., adj
" tu silę, tu.", v
 laini ipalara., adj
 aso egbe kan. adj., n
" işe bakannā,", n
" so di okan, şe-şokan.", v
" laiwiwo, ki işe pataki.", adj
 laini-ipalara., adj
" laimõmoşe,", adj
" laikàn, laikun", adj
 laipė., adj
" idapo, işçkan.", n
" lailęgbę, lailekeji.", adj
" irępo, iro ti o dogba, idapp-spkan.", n
" okan, enikan.", n
" and i. so-pò, dapp sokan.", v
" idapo, işpkan.", n
" ti o wopò, ti gbo gbo enia, ti ilę gbogbo.", adj
" aiye, gbogbo eda agbaiye.", n
 ilé ękę giga ibiti awon akękę le gbà oyo., n
 laisõto., adj
 ti a kò le dalare., adj
" laininûre, laişeun, ni ika, laişojurere.", adj
 laimỳ., adj
 tu-okun., v
" ti a kò kędun, ti a kò sokun rè.", adj
 lodi si ofin., adj
" laikó, òpe.", adj
 laiwú., adj
" bikoşepe, ayaşebi,", conj
" laijo, ti kò dabi.", adj
" lainiwon, lailopin,", adj
" so ęrù, tú erit.", v
 fi kokoro şi., v
 laini ifé., adj
 lailorire., adj
 laileko ni ijanu., adj
 lailami., adj
 lailoko., adj
 laini itumo., adj
" lailānu, laini- yonu.", adj
" laini itoyc, lailere, laito si ni.", adj
 laini iranti., adj
" laidapo, laisopо,", adj
" laito, laiyolenu.", adj
" Iniyęsę, laileşi", adj
" lodi si iwa eda, laiba iwa eda mu.", adj
" laiyę, ti a le", adj
" ti a kò şe afiyesi. Unnumbered, adj. ainiye, ti a kò", adj
 laişe akiyesi., adj
" lailo, lainişe lowo.", adj
 laidojuja ko., adj
" laiję oye alufa,", adj
" laito lesesę. Unowned, adj. laini-oluwa.", adj
 tu erù., v
 laisan., adj
 lailadun lenu., adj
" ti a kò le dariji, ti a kò le fiji.", adj
" laini idariji, laini ifiji.", adj
 tú., v
" lailadun, laiwu ni.", adj
" laini ibaję,", adj
" lailokiki, laini ifé enia.", adj
 laironu, adj
" laimura, laişe- tan.", adj
" laidawole, laişefuja.", adj
" lailagbara,", adj
 lailere., adj
 lailabo., adj
" lairidi, lai-dan- wo.", adj
" laiwá li akoko, laişe li akoko.", adj
" lailoye, laini imp.", adj
" ajõku, aile fomi pa.", adj
" dajudaju,", adv
 ti ki işe otito., adj
" lodi si ironu, ti ko wo loju.", adj
" lailà ni ija, laişe ilaja.", adj
" ti a kò ra- padà, laimuşe.", adj
" laitunbi, lai. tunda.", adj
" lailānu, ika.", adj
" lailegbękęle, kò to gbekele.", adj
" laiso di otun, laidi atunbi.", adj
 laini ironupi. wadà., adj
 lainibawi., adj
 laidoju ija ko., adj
 aisimi., n
" laidaduro, laiko ni ijanu.", adj
" laifihan, lai-", adj
 laigbesan., adj
" laini ère, laifi", adj
" laişõto, lai- sododo.", adj
" iwa aişõto, .", n
 and i. și., v
" laini iteriba, alagidi, laigboran.", adj
" lewu, ni jambá.", adj
" laimó, laiva", adj
" laini itelorun. Unsavoury, adj. lailadun lenu.", adj
" laifarapa, lailo- gbę.", adj
 lodi si Oro Olorun., adj
" lailèse awári, awamáridi.", adj
 laiba okoko, adj
" laiyę, laitó.", adj
 lairi., adj
 laifę ti ara eni, adj
 laiduro nibi kan., adj
" laimi, lairú.", adj
 laini bata., adj
" ti kò sunkì, ti", adj
" lailoghon, lainimò Unsociable, adj. laikęgbę, aşó.", adj
 laiwákiri., adj
" laipé, laişõto, ti o ni abukùn.", adj
" lailesq, ti a kò le sq.", adj
" laişe ti emi, ti", adj
" laiso, laiwi.", adj
" lailabawon, lai- labukun.", adj
" laifi ęsę mulę, nirirú, laimu-ara duro.", adj
 laiduro şinşin., adj
" și, mu idina kuro.", v
" laişęgun, laibori.", adj
" laiforibalę,", adj
" laini itilehin, laini iranlowo.", adj
" laitúba, lai- teriba.", adj
 laini fura., adj
 laigbale., adj
 lailo dědě., adj
" laişabawon, lai.", adj
 laituloju., adj
 laitowò., adj
 laikó lękę., adj
 laini olugbé., adj
" laimõre, lai- lopę.", adj
 wuru-wuru., adj
 tú., v
 titi digba; conj. titi., prep
" laişakoko, lai- bosakoko.", adj
" si, si odo.", prep
 laiso., adj
" laifowo ba, ti a", adj
" lairorun, laiye, lagidi, larekereke.", adj
 laiyipadà si ede ini., adj
 lai-dan-wo., adj
 laifi ęsę tę., adj
 laişõto., adj
 laito gbe-, adj
" iró, eké.", n
" lailo, ti a kò iti lo,", adj
 laişe nigbakugha., adj
 laibupá., adj
" and i. ka iboju kuro,", v
" laikilo fun,", adj
" laikiyesara, lai-", adj
" laifò, laiwe.", adj
" lailęso, laişora.", adj
 laişărè., adj
 laiwon., adj
 laifi ayy gba., adj
 saisan., adj
 laive fun ilera., adj
" polemo, pambo.", adj
 laini ifé., adj
 and i. tu., v
" laigbón, laimoye.", adj
" laimò, laifi imo", adj
 alaife-nkan tara., adj
" laiyę. Unwrap, v. tu.", adj
 laikowe., adj
" ti kò jowo ara rè lọwọ, laidera.", adj
" soke, loke. prep. lori.", adv
" ba-wi, gàn, ka ese si lorùn.", v
" ti o şoro, riru oke.", adj
" gbe-soke, ti-lehin, di-mu.", v
" alatilehin, olu gbesoke.", n
" irori, timtim.", n
" itoju, inawo.", n
 gbe-soke., v
" lori, sori.", prep
" loke, leke, gaju ni", adj
" olõto, olododo, ti o duro şinşin.", adj
" irukerudo, ariwo.", n
 fatu lati gbòngbo wa., v
" and i. dàrú, bi-şubu.", v
" opin, ipari.", n
" dorikodo, yi-po.", adv
" ile oke, pętęsi.", n
" loke, ti o dojuko oke.", adj
 omo-ita., n
" rò, bè, tenumọ.", v
" le, riro.", adj
" ilo, iwa, aşa.", n
" ilo, ihusi. v. and i. lo, hù-si, mu-şişçę.", n
" wuld, şanfani, lerè.", adj
" laiwuld, lainilari.", adj
 bi atęhinwa., adj
" and i. fi ipa gba, gba laitosi.", v
 ifipagba laitosі., n
 eniti nfi ipa gha ohun laitosi., n
" edá, élé.", n
 ohun elo., n
 ilo; ire., n
 mu wuld., v
" titi fi di opin, ipękun, ipari.", adj
" so, wi jade.", v
" eyiti a so jade, ohùn, pro-sisọ.", n
" patapata, rawu- rawu.", adv
" lopin, nipari.", adj
" aye, afo, ofurufu.", n
" lofo, l'asan. Vacate, v. parę, fi aye silę,", adj
" aye, idęwo işę.", n
 bupá., v
 ibupá., n
" abupá, bupabupa.", n
" mi sihin sohun, şe iyemeji.", v
" ofo, alafo.", n
" isansa, alarinkiri, alainipd.", n
 ririnkiri laini ibu- gbe., adj
" lailęsęnilė, laiduro nibikan, şikiri.", adj
" lasán, lofo, lainilari,", adj
 afonifoji òke nlá., n
" igbere, idagbere.", n
 omo-odo ti nduro ti oluwa rè., n
" akoni, nigboiyà, lagbara.", adj
" nipa, ti a fi idi rè kalę ninu otito nipa ofin.", adj
" agbara, ipa, agbara", n
" afonifoji, ilę larin oko meji.", n
" nigboiyà, laibèru, alagbara.", adj
" igboiyà, iwa akoni.", n
" onīyelori, ni ère lori, oniyebiye .", adj
" idiyelé, ifowole.", n
" iye, iye owo, riri. v. diyelé.", n
" lainiyelori, laini- lari.", adj
" lebe enu ohun elo, awę kan ninu ilèkun kika.", n
" iwaju ogun, kękę ęrù, atę lati fi fé alikama.", n
" ohun ona imoye afęfe, asia, opagun.", n
" egbę ti o şaju ogun. Vanish, v. yo salo, fo-lọ, fé-lọ, di ofo, di asan.", n
" ofo, asan, aileso, ojiji, igberaga.", n
" şęgun, bori.", v
 aşęgun., n
" anfani, aye, ere, irorun.", n
" laini emi, siso emi nu.", adj
" õru, ikūku.", n
 yiyipadà., adj
" onirūru iwa, iyipadà, ayidà.", n
" airé, iyapa, airépò.", n
 iyipada., n
 se li onirüru àwọ., v
" onirūru, iyato.", n
" onirūru, opolopo, laidaju.", adj
" ohun ti a fi ndán nkan, didán nkan. v. fi ororo dán.", n
" and i. yi-padà, mu- yato, paro.", v
" ęrú, agbękęleni, eni imusin.", n
" ti o tobi, ti o gbilę, po, nila, gbòro.", adj
 opon nla ifi nkan minu si., n
" iboji, isa-oku, iyara abę ilę. v. fò.", n
" and i. halè, sefefe, sogo asan, fun-nu.", v
 eran omo malu., n
" and i. yipadà, yi oko padà.", v
" eweko, ewebę, ohun ögbin.", n
 eniti o fi eran sile ti o si je ewebę., n
" hihu, idagba eweko.", n
" agbara, igbona", n
 kękę., n
" ibojú, ikele. bo, fi-pamo. v. fi aso", n
 işan eję., n
 iyara., n
 aşq arán., n
 ta., v
" olutà, oloja.", n
" oso ode, iparada.", n
" yẹ, ni iyìn, tó si plá, agbalagba.", adj
" buyin fun, bola", v
" esan, igbesan, ijeniya.", n
" ohun odę, eran agbonrin.", n
" oró, iwó ti ipani. Venomous, adj. olóro.", n
" ihò, oju ona afefe, ona isalo. v. sq-jade, ro ka-", n
" fé li afęfę, je ki afefe fé si; şi silę fun", v
 enu ona afefe., n
 plosanyin., n
" idawole, idaşa si ewu. v. and i. daba, dawole, da-laşa, şe laipete.", n
" laiya, ogboju, laiberu.", adj
" nikiyesi otito, olõto.", adj
" otito, lwa akiyesi", n
" fifenuso, ti oro siso. Verbatim, adj. nişaşa oro, ird-", adj
" pò li òrọ, plórò. Verdant, adj. tutù, riruwe, lawe;", adj
" ipinnu awọn adajo ni ilé-ejo, idajo.", n
" ēri ara idę. Verdure, n. àwọ tutù.", n
" eti, bèhe, opin; ęka tutù, opa dye.", n
 olutoju ile Olorun., n
" ifohun si, ijerisi otito.", n
" fohun si, jeri si otito. Verily, adv. lõto, nitõto.", v
" lotito, lododo,", adj
 otito., n
" àwọ pupa, òdòdó. Vermin, n. kokoro, ohun irako", n
 ède ilu eni. adj., n
" şişipòpadà, yiyi- padà, laiduro-nibikan.", adj
" ęsę, iwọn ti a pin ori iwe si.", n
" mimo daju, gbón, moye.", adj
" and i. so di ęsę, yi si ęsę.", v
 iyipadà li ède kan si, n
 sonso ori òke., n
" găn, papa. adv. pupo. Vesper, n. irawo alę, alę, isin alę. Vessel, n. ohun èlo; qkò omi. Vest, n. ewu ileke, ewu penpe.", adj
 enu ona ilé., n
" ipasè, àmi.", n
" aso, èwu, agbada.", n
 iyará ile Olorun ibiti a nșe ipade ti a si fi aşq alufa pamo., n
 aso. v. wo li asp., n
" ògbó jagunjagun, ògbó ni işẹ.", n
 ti wiwo arun eran., adj
 agbara kiko., n
" tó, yo-lenu, bà-ninuję.", v
" ito, iyplenu, ibinuję,", n
" bibaninuję, yiyo", adj
 ona lati fi koja odo tabi afonifoji., n
" igo kekere. Viand, n. ohun jiję.", n
" and i. gbon, wa- riri, jù sọtun sosi.", v
" igbon, iwariri, ijù sotun sosi.", n
 eniti a yan lati şe, n
" gbigba iyà elo- miran si ara eni, bibo sipo elomiran.", adj
" ohun elo ona ti a lo lati fi di nkan mu, emu kekere; eşe, iwa buburu, iwa alēbù.", n
" oluranlowo olori, igbakeji alaşę ile-ękę. Viceroy, n. aropò tabi adele oba ti o ni pla ati agbara pha.", n
" agbègbe ilu, itosi.", n
" niwa alēbù, nibu- buru, ti kò şe ikonijanu.", adj
" iyipadà, ayida. ", n
" ohun ębo, ohun alaye ti a fi rubo, eniti o farapa; eniti njiyà ipalara.", n
" fi şe ohun ębọ, tan-", v
 aşęgun., n
" nişęgun, ibori ota.", adj
 pelu işęgun., adv
" işęgun, ibori.", n
 apèse onje., n
pl. ohun jiję., n
" sijuwò, bojuwò, gba-rò. n. aworan, iwò, iri.", v
" aisun, aşalę ti o şaju ojo afiyesi.", n
" işora, işona, iwoye. Vigilant, adj. oluşora, kun fun", n
" lagbara, nipá.", adj
" agbara, ipá.", n
" buru, lainilari, laimó, oşi.", adj
" gàn, ba loruko ję.", v
 ilé ti a ko lehin odi., n
" iletò, abule.", n
 ara ileto., n
" eniakenia, enia buburu.", n
" iwa buburu, eşę.", n
 agbara., n
" da-lare, we-mo, dabobo.", v
" idalare, abo, itilehin.", n
" adanilare, alabo.", n
" gbigbesan. Vindictiveness, n. iwa esan.", adj
" ajara, itakun.", n
 oti kikan., n
 ogba ajara., n
" igba ikore ajara, akeso ajara.", n
 ti a le baję., adj
" ha-ję, pa-lara, ru, şe si.", v
" ibaję, ipalara, èse. Violence, n. iwa-agbara, iwa-", n
" alagbara, ika.", adj
 ohun elo orin olokùn, n
" ejò oloro kan, pample. Virgin, n. wundia.", n
 iwa wundia., n
 ti o ni aşę tahi, adj
" iwa-qrun, aşę, agbara.", n
" oniwa-rere, oniwa- prun, lagbara.", adj
" oró, arankan, pta kikoro, irunu.", n
" loró, nipalara, rirunu gbigbona.", adj
" oju, lwo-oju.", n
